	color	date	model	promo-price	size	standard-price
0	черный	20180316	TA878	499	XS	499
1	красный	20180316	TA878	499	XS	499
2	черный	20180316	TA878	499	S	499
3	красный	20180316	TA878	499	S	499
4	черный	20180316	TA878	499	M	499
5	красный	20180316	TA878	499	M	499
6	черный	20180316	TA878	499	L	499
7	красный	20180316	TA878	499	L	499
8	черный	20180316	TA878	499	XL	499
9	красный	20180316	TA878	499	XL	499
10	слоновая кость	20180325	TA841	499	XS	699
11	слоновая кость	20180325	TA841	499	S	699
12	слоновая кость	20180325	TA841	499	M	699
13	слоновая кость	20180325	TA841	499	L	699
14	слоновая кость	20180325	TA841	499	XL	699
15	белый	20171227	SJ120	199	XS	199
16	серый	20171227	SJ120	199	XS	199
17	зеленый	20171227	SJ120	199	XS	199
18	розовый	20171227	SJ120	199	XS	199
19	черный	20171227	SJ120	199	XS	199
20	розовый	20171227	SJ120	199	XS	199
21	розовый	20171227	SJ120	199	XS	199
22	серый	20171227	SJ120	199	XS	199
23	оранжевый	20171227	SJ120	199	XS	199
24	зеленый	20171227	SJ120	199	XS	199
25	голубой	20171227	SJ120	199	XS	199
26	желтый	20171227	SJ120	199	XS	199
27	белый	20171227	SJ120	199	S	199
28	серый	20171227	SJ120	199	S	199
29	зеленый	20171227	SJ120	199	S	199
30	розовый	20171227	SJ120	199	S	199
31	черный	20171227	SJ120	199	S	199
32	розовый	20171227	SJ120	199	S	199
33	розовый	20171227	SJ120	199	S	199
34	серый	20171227	SJ120	199	S	199
35	оранжевый	20171227	SJ120	199	S	199
36	зеленый	20171227	SJ120	199	S	199
37	голубой	20171227	SJ120	199	S	199
38	желтый	20171227	SJ120	199	S	199
39	белый	20171227	SJ120	199	M	199
40	серый	20171227	SJ120	199	M	199
41	зеленый	20171227	SJ120	199	M	199
42	розовый	20171227	SJ120	199	M	199
43	черный	20171227	SJ120	199	M	199
44	розовый	20171227	SJ120	199	M	199
45	розовый	20171227	SJ120	199	M	199
46	серый	20171227	SJ120	199	M	199
47	оранжевый	20171227	SJ120	199	M	199
48	зеленый	20171227	SJ120	199	M	199
49	голубой	20171227	SJ120	199	M	199
50	желтый	20171227	SJ120	199	M	199
51	белый	20171227	SJ120	199	L	199
52	серый	20171227	SJ120	199	L	199
53	зеленый	20171227	SJ120	199	L	199
54	розовый	20171227	SJ120	199	L	199
55	черный	20171227	SJ120	199	L	199
56	розовый	20171227	SJ120	199	L	199
57	розовый	20171227	SJ120	199	L	199
58	серый	20171227	SJ120	199	L	199
59	оранжевый	20171227	SJ120	199	L	199
60	зеленый	20171227	SJ120	199	L	199
61	голубой	20171227	SJ120	199	L	199
62	желтый	20171227	SJ120	199	L	199
63	белый	20171227	SJ120	199	XL	199
64	серый	20171227	SJ120	199	XL	199
65	зеленый	20171227	SJ120	199	XL	199
66	розовый	20171227	SJ120	199	XL	199
67	черный	20171227	SJ120	199	XL	199
68	розовый	20171227	SJ120	199	XL	199
69	розовый	20171227	SJ120	199	XL	199
70	серый	20171227	SJ120	199	XL	199
71	оранжевый	20171227	SJ120	199	XL	199
72	зеленый	20171227	SJ120	199	XL	199
73	голубой	20171227	SJ120	199	XL	199
74	желтый	20171227	SJ120	199	XL	199
75	белый	20171227	SJ120	199	XXL	199
76	серый	20171227	SJ120	199	XXL	199
77	зеленый	20171227	SJ120	199	XXL	199
78	розовый	20171227	SJ120	199	XXL	199
79	черный	20171227	SJ120	199	XXL	199
80	розовый	20171227	SJ120	199	XXL	199
81	розовый	20171227	SJ120	199	XXL	199
82	серый	20171227	SJ120	199	XXL	199
83	оранжевый	20171227	SJ120	199	XXL	199
84	зеленый	20171227	SJ120	199	XXL	199
85	голубой	20171227	SJ120	199	XXL	199
86	желтый	20171227	SJ120	199	XXL	199
87	серый	20180130	SL763	249	XS	299
88	темно-синий	20180130	SL763	249	XS	299
89	красный	20180130	SL763	399	XS	399
90	серый	20180130	SL763	249	S	299
91	темно-синий	20180130	SL763	249	S	299
92	красный	20180130	SL763	399	S	399
93	серый	20180130	SL763	249	M	299
94	темно-синий	20180130	SL763	249	M	299
95	красный	20180130	SL763	399	M	399
96	серый	20180130	SL763	249	L	299
97	темно-синий	20180130	SL763	249	L	299
98	красный	20180130	SL763	399	L	399
99	серый	20180130	SL763	249	XL	299
100	темно-синий	20180130	SL763	249	XL	299
101	красный	20180130	SL763	399	XL	399
102	черный	20180316	TA878	499	XS	499
103	красный	20180316	TA878	499	XS	499
104	черный	20180316	TA878	499	S	499
105	красный	20180316	TA878	499	S	499
106	черный	20180316	TA878	499	M	499
107	красный	20180316	TA878	499	M	499
108	черный	20180316	TA878	499	L	499
109	красный	20180316	TA878	499	L	499
110	черный	20180316	TA878	499	XL	499
111	красный	20180316	TA878	499	XL	499
112	серый	20180130	SL763	249	XS	299
113	темно-синий	20180130	SL763	249	XS	299
114	красный	20180130	SL763	399	XS	399
115	серый	20180130	SL763	249	S	299
116	темно-синий	20180130	SL763	249	S	299
117	красный	20180130	SL763	399	S	399
118	серый	20180130	SL763	249	M	299
119	темно-синий	20180130	SL763	249	M	299
120	красный	20180130	SL763	399	M	399
121	серый	20180130	SL763	249	L	299
122	темно-синий	20180130	SL763	249	L	299
123	красный	20180130	SL763	399	L	399
124	серый	20180130	SL763	249	XL	299
125	темно-синий	20180130	SL763	249	XL	299
126	красный	20180130	SL763	399	XL	399
127	серый	20180130	SL763	249	XS	299
128	темно-синий	20180130	SL763	249	XS	299
129	красный	20180130	SL763	399	XS	399
130	серый	20180130	SL763	249	S	299
131	темно-синий	20180130	SL763	249	S	299
132	красный	20180130	SL763	399	S	399
133	серый	20180130	SL763	249	M	299
134	темно-синий	20180130	SL763	249	M	299
135	красный	20180130	SL763	399	M	399
136	серый	20180130	SL763	249	L	299
137	темно-синий	20180130	SL763	249	L	299
138	красный	20180130	SL763	399	L	399
139	серый	20180130	SL763	249	XL	299
140	темно-синий	20180130	SL763	249	XL	299
141	красный	20180130	SL763	399	XL	399
142	белый	20180302	SJ120	199	XS	199
143	серый	20180302	SJ120	199	XS	199
144	зеленый	20180302	SJ120	199	XS	199
145	розовый	20180302	SJ120	199	XS	199
146	черный	20180302	SJ120	199	XS	199
147	розовый	20180302	SJ120	199	XS	199
148	розовый	20180302	SJ120	199	XS	199
149	серый	20180302	SJ120	199	XS	199
150	оранжевый	20180302	SJ120	199	XS	199
151	зеленый	20180302	SJ120	199	XS	199
152	голубой	20180302	SJ120	199	XS	199
153	желтый	20180302	SJ120	199	XS	199
154	белый	20180302	SJ120	199	S	199
155	серый	20180302	SJ120	199	S	199
156	зеленый	20180302	SJ120	199	S	199
157	розовый	20180302	SJ120	199	S	199
158	черный	20180302	SJ120	199	S	199
159	розовый	20180302	SJ120	199	S	199
160	розовый	20180302	SJ120	199	S	199
161	серый	20180302	SJ120	199	S	199
162	оранжевый	20180302	SJ120	199	S	199
163	зеленый	20180302	SJ120	199	S	199
164	голубой	20180302	SJ120	199	S	199
165	желтый	20180302	SJ120	199	S	199
166	белый	20180302	SJ120	199	M	199
167	серый	20180302	SJ120	199	M	199
168	зеленый	20180302	SJ120	199	M	199
169	розовый	20180302	SJ120	199	M	199
170	черный	20180302	SJ120	199	M	199
171	розовый	20180302	SJ120	199	M	199
172	розовый	20180302	SJ120	199	M	199
173	серый	20180302	SJ120	199	M	199
174	оранжевый	20180302	SJ120	199	M	199
175	зеленый	20180302	SJ120	199	M	199
176	голубой	20180302	SJ120	199	M	199
177	желтый	20180302	SJ120	199	M	199
178	белый	20180302	SJ120	199	L	199
179	серый	20180302	SJ120	199	L	199
180	зеленый	20180302	SJ120	199	L	199
181	розовый	20180302	SJ120	199	L	199
182	черный	20180302	SJ120	199	L	199
183	розовый	20180302	SJ120	199	L	199
184	розовый	20180302	SJ120	199	L	199
185	серый	20180302	SJ120	199	L	199
186	оранжевый	20180302	SJ120	199	L	199
187	зеленый	20180302	SJ120	199	L	199
188	голубой	20180302	SJ120	199	L	199
189	желтый	20180302	SJ120	199	L	199
190	белый	20180302	SJ120	199	XL	199
191	серый	20180302	SJ120	199	XL	199
192	зеленый	20180302	SJ120	199	XL	199
193	розовый	20180302	SJ120	199	XL	199
194	черный	20180302	SJ120	199	XL	199
195	розовый	20180302	SJ120	199	XL	199
196	розовый	20180302	SJ120	199	XL	199
197	серый	20180302	SJ120	199	XL	199
198	оранжевый	20180302	SJ120	199	XL	199
199	зеленый	20180302	SJ120	199	XL	199
200	голубой	20180302	SJ120	199	XL	199
201	желтый	20180302	SJ120	199	XL	199
202	белый	20180302	SJ120	199	XXL	199
203	серый	20180302	SJ120	199	XXL	199
204	зеленый	20180302	SJ120	199	XXL	199
205	розовый	20180302	SJ120	199	XXL	199
206	черный	20180302	SJ120	199	XXL	199
207	розовый	20180302	SJ120	199	XXL	199
208	розовый	20180302	SJ120	199	XXL	199
209	серый	20180302	SJ120	199	XXL	199
210	оранжевый	20180302	SJ120	199	XXL	199
211	зеленый	20180302	SJ120	199	XXL	199
212	голубой	20180302	SJ120	199	XXL	199
213	желтый	20180302	SJ120	199	XXL	199
214	белый	20171228	SJ120	199	XS	199
215	серый	20171228	SJ120	199	XS	199
216	зеленый	20171228	SJ120	199	XS	199
217	розовый	20171228	SJ120	199	XS	199
218	черный	20171228	SJ120	199	XS	199
219	розовый	20171228	SJ120	199	XS	199
220	розовый	20171228	SJ120	199	XS	199
221	серый	20171228	SJ120	199	XS	199
222	оранжевый	20171228	SJ120	199	XS	199
223	зеленый	20171228	SJ120	199	XS	199
224	голубой	20171228	SJ120	199	XS	199
225	желтый	20171228	SJ120	199	XS	199
226	белый	20171228	SJ120	199	S	199
227	серый	20171228	SJ120	199	S	199
228	зеленый	20171228	SJ120	199	S	199
229	розовый	20171228	SJ120	199	S	199
230	черный	20171228	SJ120	199	S	199
231	розовый	20171228	SJ120	199	S	199
232	розовый	20171228	SJ120	199	S	199
233	серый	20171228	SJ120	199	S	199
234	оранжевый	20171228	SJ120	199	S	199
235	зеленый	20171228	SJ120	199	S	199
236	голубой	20171228	SJ120	199	S	199
237	желтый	20171228	SJ120	199	S	199
238	белый	20171228	SJ120	199	M	199
239	серый	20171228	SJ120	199	M	199
240	зеленый	20171228	SJ120	199	M	199
241	розовый	20171228	SJ120	199	M	199
242	черный	20171228	SJ120	199	M	199
243	розовый	20171228	SJ120	199	M	199
244	розовый	20171228	SJ120	199	M	199
245	серый	20171228	SJ120	199	M	199
246	оранжевый	20171228	SJ120	199	M	199
247	зеленый	20171228	SJ120	199	M	199
248	голубой	20171228	SJ120	199	M	199
249	желтый	20171228	SJ120	199	M	199
250	белый	20171228	SJ120	199	L	199
251	серый	20171228	SJ120	199	L	199
252	зеленый	20171228	SJ120	199	L	199
253	розовый	20171228	SJ120	199	L	199
254	черный	20171228	SJ120	199	L	199
255	розовый	20171228	SJ120	199	L	199
256	розовый	20171228	SJ120	199	L	199
257	серый	20171228	SJ120	199	L	199
258	оранжевый	20171228	SJ120	199	L	199
259	зеленый	20171228	SJ120	199	L	199
260	голубой	20171228	SJ120	199	L	199
261	желтый	20171228	SJ120	199	L	199
262	белый	20171228	SJ120	199	XL	199
263	серый	20171228	SJ120	199	XL	199
264	зеленый	20171228	SJ120	199	XL	199
265	розовый	20171228	SJ120	199	XL	199
266	черный	20171228	SJ120	199	XL	199
267	розовый	20171228	SJ120	199	XL	199
268	розовый	20171228	SJ120	199	XL	199
269	серый	20171228	SJ120	199	XL	199
270	оранжевый	20171228	SJ120	199	XL	199
271	зеленый	20171228	SJ120	199	XL	199
272	голубой	20171228	SJ120	199	XL	199
273	желтый	20171228	SJ120	199	XL	199
274	белый	20171228	SJ120	199	XXL	199
275	серый	20171228	SJ120	199	XXL	199
276	зеленый	20171228	SJ120	199	XXL	199
277	розовый	20171228	SJ120	199	XXL	199
278	черный	20171228	SJ120	199	XXL	199
279	розовый	20171228	SJ120	199	XXL	199
280	розовый	20171228	SJ120	199	XXL	199
281	серый	20171228	SJ120	199	XXL	199
282	оранжевый	20171228	SJ120	199	XXL	199
283	зеленый	20171228	SJ120	199	XXL	199
284	голубой	20171228	SJ120	199	XXL	199
285	желтый	20171228	SJ120	199	XXL	199
286	красный	20180409	TA893	399	XS	399
287	черный	20180409	TA893	399	XS	399
288	другое	20180409	TA893	399	XS	399
289	красный	20180409	TA893	399	S	399
290	черный	20180409	TA893	399	S	399
291	другое	20180409	TA893	399	S	399
292	красный	20180409	TA893	399	M	399
293	черный	20180409	TA893	399	M	399
294	другое	20180409	TA893	399	M	399
295	красный	20180409	TA893	399	L	399
296	черный	20180409	TA893	399	L	399
297	другое	20180409	TA893	399	L	399
298	красный	20180409	TA893	399	XL	399
299	черный	20180409	TA893	399	XL	399
300	другое	20180409	TA893	399	XL	399
301	белый	20180320	SJ120	199	XS	199
302	серый	20180320	SJ120	199	XS	199
303	зеленый	20180320	SJ120	199	XS	199
304	розовый	20180320	SJ120	199	XS	199
305	черный	20180320	SJ120	199	XS	199
306	розовый	20180320	SJ120	199	XS	199
307	розовый	20180320	SJ120	199	XS	199
308	серый	20180320	SJ120	199	XS	199
309	оранжевый	20180320	SJ120	199	XS	199
310	зеленый	20180320	SJ120	199	XS	199
311	голубой	20180320	SJ120	199	XS	199
312	желтый	20180320	SJ120	199	XS	199
313	белый	20180320	SJ120	199	S	199
314	серый	20180320	SJ120	199	S	199
315	зеленый	20180320	SJ120	199	S	199
316	розовый	20180320	SJ120	199	S	199
317	черный	20180320	SJ120	199	S	199
318	розовый	20180320	SJ120	199	S	199
319	розовый	20180320	SJ120	199	S	199
320	серый	20180320	SJ120	199	S	199
321	оранжевый	20180320	SJ120	199	S	199
322	зеленый	20180320	SJ120	199	S	199
323	голубой	20180320	SJ120	199	S	199
324	желтый	20180320	SJ120	199	S	199
325	белый	20180320	SJ120	199	M	199
326	серый	20180320	SJ120	199	M	199
327	зеленый	20180320	SJ120	199	M	199
328	розовый	20180320	SJ120	199	M	199
329	черный	20180320	SJ120	199	M	199
330	розовый	20180320	SJ120	199	M	199
331	розовый	20180320	SJ120	199	M	199
332	серый	20180320	SJ120	199	M	199
333	оранжевый	20180320	SJ120	199	M	199
334	зеленый	20180320	SJ120	199	M	199
335	голубой	20180320	SJ120	199	M	199
336	желтый	20180320	SJ120	199	M	199
337	белый	20180320	SJ120	199	L	199
338	серый	20180320	SJ120	199	L	199
339	зеленый	20180320	SJ120	199	L	199
340	розовый	20180320	SJ120	199	L	199
341	черный	20180320	SJ120	199	L	199
342	розовый	20180320	SJ120	199	L	199
343	розовый	20180320	SJ120	199	L	199
344	серый	20180320	SJ120	199	L	199
345	оранжевый	20180320	SJ120	199	L	199
346	зеленый	20180320	SJ120	199	L	199
347	голубой	20180320	SJ120	199	L	199
348	желтый	20180320	SJ120	199	L	199
349	белый	20180320	SJ120	199	XL	199
350	серый	20180320	SJ120	199	XL	199
351	зеленый	20180320	SJ120	199	XL	199
352	розовый	20180320	SJ120	199	XL	199
353	черный	20180320	SJ120	199	XL	199
354	розовый	20180320	SJ120	199	XL	199
355	розовый	20180320	SJ120	199	XL	199
356	серый	20180320	SJ120	199	XL	199
357	оранжевый	20180320	SJ120	199	XL	199
358	зеленый	20180320	SJ120	199	XL	199
359	голубой	20180320	SJ120	199	XL	199
360	желтый	20180320	SJ120	199	XL	199
361	белый	20180320	SJ120	199	XXL	199
362	серый	20180320	SJ120	199	XXL	199
363	зеленый	20180320	SJ120	199	XXL	199
364	розовый	20180320	SJ120	199	XXL	199
365	черный	20180320	SJ120	199	XXL	199
366	розовый	20180320	SJ120	199	XXL	199
367	розовый	20180320	SJ120	199	XXL	199
368	серый	20180320	SJ120	199	XXL	199
369	оранжевый	20180320	SJ120	199	XXL	199
370	зеленый	20180320	SJ120	199	XXL	199
371	голубой	20180320	SJ120	199	XXL	199
372	желтый	20180320	SJ120	199	XXL	199
373	белый	20180130	SW212	249	XS	299
374	черный	20180130	SW212	249	XS	299
375	зеленый	20180130	SW212	249	XS	299
376	белый	20180130	SW212	249	S	299
377	черный	20180130	SW212	249	S	299
378	зеленый	20180130	SW212	249	S	299
379	белый	20180130	SW212	249	M	299
380	черный	20180130	SW212	249	M	299
381	зеленый	20180130	SW212	249	M	299
382	белый	20180130	SW212	249	L	299
383	черный	20180130	SW212	249	L	299
384	зеленый	20180130	SW212	249	L	299
385	белый	20180130	SW212	249	XL	299
386	черный	20180130	SW212	249	XL	299
387	зеленый	20180130	SW212	249	XL	299
388	белый	20180127	SJ120	199	XS	199
389	серый	20180127	SJ120	199	XS	199
390	зеленый	20180127	SJ120	199	XS	199
391	розовый	20180127	SJ120	199	XS	199
392	черный	20180127	SJ120	199	XS	199
393	розовый	20180127	SJ120	199	XS	199
394	розовый	20180127	SJ120	199	XS	199
395	серый	20180127	SJ120	199	XS	199
396	оранжевый	20180127	SJ120	199	XS	199
397	зеленый	20180127	SJ120	199	XS	199
398	голубой	20180127	SJ120	199	XS	199
399	желтый	20180127	SJ120	199	XS	199
400	белый	20180127	SJ120	199	S	199
401	серый	20180127	SJ120	199	S	199
402	зеленый	20180127	SJ120	199	S	199
403	розовый	20180127	SJ120	199	S	199
404	черный	20180127	SJ120	199	S	199
405	розовый	20180127	SJ120	199	S	199
406	розовый	20180127	SJ120	199	S	199
407	серый	20180127	SJ120	199	S	199
408	оранжевый	20180127	SJ120	199	S	199
409	зеленый	20180127	SJ120	199	S	199
410	голубой	20180127	SJ120	199	S	199
411	желтый	20180127	SJ120	199	S	199
412	белый	20180127	SJ120	199	M	199
413	серый	20180127	SJ120	199	M	199
414	зеленый	20180127	SJ120	199	M	199
415	розовый	20180127	SJ120	199	M	199
416	черный	20180127	SJ120	199	M	199
417	розовый	20180127	SJ120	199	M	199
418	розовый	20180127	SJ120	199	M	199
419	серый	20180127	SJ120	199	M	199
420	оранжевый	20180127	SJ120	199	M	199
421	зеленый	20180127	SJ120	199	M	199
422	голубой	20180127	SJ120	199	M	199
423	желтый	20180127	SJ120	199	M	199
424	белый	20180127	SJ120	199	L	199
425	серый	20180127	SJ120	199	L	199
426	зеленый	20180127	SJ120	199	L	199
427	розовый	20180127	SJ120	199	L	199
428	черный	20180127	SJ120	199	L	199
429	розовый	20180127	SJ120	199	L	199
430	розовый	20180127	SJ120	199	L	199
431	серый	20180127	SJ120	199	L	199
432	оранжевый	20180127	SJ120	199	L	199
433	зеленый	20180127	SJ120	199	L	199
434	голубой	20180127	SJ120	199	L	199
435	желтый	20180127	SJ120	199	L	199
436	белый	20180127	SJ120	199	XL	199
437	серый	20180127	SJ120	199	XL	199
438	зеленый	20180127	SJ120	199	XL	199
439	розовый	20180127	SJ120	199	XL	199
440	черный	20180127	SJ120	199	XL	199
441	розовый	20180127	SJ120	199	XL	199
442	розовый	20180127	SJ120	199	XL	199
443	серый	20180127	SJ120	199	XL	199
444	оранжевый	20180127	SJ120	199	XL	199
445	зеленый	20180127	SJ120	199	XL	199
446	голубой	20180127	SJ120	199	XL	199
447	желтый	20180127	SJ120	199	XL	199
448	белый	20180127	SJ120	199	XXL	199
449	серый	20180127	SJ120	199	XXL	199
450	зеленый	20180127	SJ120	199	XXL	199
451	розовый	20180127	SJ120	199	XXL	199
452	черный	20180127	SJ120	199	XXL	199
453	розовый	20180127	SJ120	199	XXL	199
454	розовый	20180127	SJ120	199	XXL	199
455	серый	20180127	SJ120	199	XXL	199
456	оранжевый	20180127	SJ120	199	XXL	199
457	зеленый	20180127	SJ120	199	XXL	199
458	голубой	20180127	SJ120	199	XXL	199
459	желтый	20180127	SJ120	199	XXL	199
460	белый	20180127	SJ120	199	XS	199
461	серый	20180127	SJ120	199	XS	199
462	зеленый	20180127	SJ120	199	XS	199
463	розовый	20180127	SJ120	199	XS	199
464	черный	20180127	SJ120	199	XS	199
465	розовый	20180127	SJ120	199	XS	199
466	розовый	20180127	SJ120	199	XS	199
467	серый	20180127	SJ120	199	XS	199
468	оранжевый	20180127	SJ120	199	XS	199
469	зеленый	20180127	SJ120	199	XS	199
470	голубой	20180127	SJ120	199	XS	199
471	желтый	20180127	SJ120	199	XS	199
472	белый	20180127	SJ120	199	S	199
473	серый	20180127	SJ120	199	S	199
474	зеленый	20180127	SJ120	199	S	199
475	розовый	20180127	SJ120	199	S	199
476	черный	20180127	SJ120	199	S	199
477	розовый	20180127	SJ120	199	S	199
478	розовый	20180127	SJ120	199	S	199
479	серый	20180127	SJ120	199	S	199
480	оранжевый	20180127	SJ120	199	S	199
481	зеленый	20180127	SJ120	199	S	199
482	голубой	20180127	SJ120	199	S	199
483	желтый	20180127	SJ120	199	S	199
484	белый	20180127	SJ120	199	M	199
485	серый	20180127	SJ120	199	M	199
486	зеленый	20180127	SJ120	199	M	199
487	розовый	20180127	SJ120	199	M	199
488	черный	20180127	SJ120	199	M	199
489	розовый	20180127	SJ120	199	M	199
490	розовый	20180127	SJ120	199	M	199
491	серый	20180127	SJ120	199	M	199
492	оранжевый	20180127	SJ120	199	M	199
493	зеленый	20180127	SJ120	199	M	199
494	голубой	20180127	SJ120	199	M	199
495	желтый	20180127	SJ120	199	M	199
496	белый	20180127	SJ120	199	L	199
497	серый	20180127	SJ120	199	L	199
498	зеленый	20180127	SJ120	199	L	199
499	розовый	20180127	SJ120	199	L	199
500	черный	20180127	SJ120	199	L	199
501	розовый	20180127	SJ120	199	L	199
502	розовый	20180127	SJ120	199	L	199
503	серый	20180127	SJ120	199	L	199
504	оранжевый	20180127	SJ120	199	L	199
505	зеленый	20180127	SJ120	199	L	199
506	голубой	20180127	SJ120	199	L	199
507	желтый	20180127	SJ120	199	L	199
508	белый	20180127	SJ120	199	XL	199
509	серый	20180127	SJ120	199	XL	199
510	зеленый	20180127	SJ120	199	XL	199
511	розовый	20180127	SJ120	199	XL	199
512	черный	20180127	SJ120	199	XL	199
513	розовый	20180127	SJ120	199	XL	199
514	розовый	20180127	SJ120	199	XL	199
515	серый	20180127	SJ120	199	XL	199
516	оранжевый	20180127	SJ120	199	XL	199
517	зеленый	20180127	SJ120	199	XL	199
518	голубой	20180127	SJ120	199	XL	199
519	желтый	20180127	SJ120	199	XL	199
520	белый	20180127	SJ120	199	XXL	199
521	серый	20180127	SJ120	199	XXL	199
522	зеленый	20180127	SJ120	199	XXL	199
523	розовый	20180127	SJ120	199	XXL	199
524	черный	20180127	SJ120	199	XXL	199
525	розовый	20180127	SJ120	199	XXL	199
526	розовый	20180127	SJ120	199	XXL	199
527	серый	20180127	SJ120	199	XXL	199
528	оранжевый	20180127	SJ120	199	XXL	199
529	зеленый	20180127	SJ120	199	XXL	199
530	голубой	20180127	SJ120	199	XXL	199
531	желтый	20180127	SJ120	199	XXL	199
532	белый	20180322	SJ120	199	XS	199
533	серый	20180322	SJ120	199	XS	199
534	зеленый	20180322	SJ120	199	XS	199
535	розовый	20180322	SJ120	199	XS	199
536	черный	20180322	SJ120	199	XS	199
537	розовый	20180322	SJ120	199	XS	199
538	розовый	20180322	SJ120	199	XS	199
539	серый	20180322	SJ120	199	XS	199
540	оранжевый	20180322	SJ120	199	XS	199
541	зеленый	20180322	SJ120	199	XS	199
542	голубой	20180322	SJ120	199	XS	199
543	желтый	20180322	SJ120	199	XS	199
544	белый	20180322	SJ120	199	S	199
545	серый	20180322	SJ120	199	S	199
546	зеленый	20180322	SJ120	199	S	199
547	розовый	20180322	SJ120	199	S	199
548	черный	20180322	SJ120	199	S	199
549	розовый	20180322	SJ120	199	S	199
550	розовый	20180322	SJ120	199	S	199
551	серый	20180322	SJ120	199	S	199
552	оранжевый	20180322	SJ120	199	S	199
553	зеленый	20180322	SJ120	199	S	199
554	голубой	20180322	SJ120	199	S	199
555	желтый	20180322	SJ120	199	S	199
556	белый	20180322	SJ120	199	M	199
557	серый	20180322	SJ120	199	M	199
558	зеленый	20180322	SJ120	199	M	199
559	розовый	20180322	SJ120	199	M	199
560	черный	20180322	SJ120	199	M	199
561	розовый	20180322	SJ120	199	M	199
562	розовый	20180322	SJ120	199	M	199
563	серый	20180322	SJ120	199	M	199
564	оранжевый	20180322	SJ120	199	M	199
565	зеленый	20180322	SJ120	199	M	199
566	голубой	20180322	SJ120	199	M	199
567	желтый	20180322	SJ120	199	M	199
568	белый	20180322	SJ120	199	L	199
569	серый	20180322	SJ120	199	L	199
570	зеленый	20180322	SJ120	199	L	199
571	розовый	20180322	SJ120	199	L	199
572	черный	20180322	SJ120	199	L	199
573	розовый	20180322	SJ120	199	L	199
574	розовый	20180322	SJ120	199	L	199
575	серый	20180322	SJ120	199	L	199
576	оранжевый	20180322	SJ120	199	L	199
577	зеленый	20180322	SJ120	199	L	199
578	голубой	20180322	SJ120	199	L	199
579	желтый	20180322	SJ120	199	L	199
580	белый	20180322	SJ120	199	XL	199
581	серый	20180322	SJ120	199	XL	199
582	зеленый	20180322	SJ120	199	XL	199
583	розовый	20180322	SJ120	199	XL	199
584	черный	20180322	SJ120	199	XL	199
585	розовый	20180322	SJ120	199	XL	199
586	розовый	20180322	SJ120	199	XL	199
587	серый	20180322	SJ120	199	XL	199
588	оранжевый	20180322	SJ120	199	XL	199
589	зеленый	20180322	SJ120	199	XL	199
590	голубой	20180322	SJ120	199	XL	199
591	желтый	20180322	SJ120	199	XL	199
592	белый	20180322	SJ120	199	XXL	199
593	серый	20180322	SJ120	199	XXL	199
594	зеленый	20180322	SJ120	199	XXL	199
595	розовый	20180322	SJ120	199	XXL	199
596	черный	20180322	SJ120	199	XXL	199
597	розовый	20180322	SJ120	199	XXL	199
598	розовый	20180322	SJ120	199	XXL	199
599	серый	20180322	SJ120	199	XXL	199
600	оранжевый	20180322	SJ120	199	XXL	199
601	зеленый	20180322	SJ120	199	XXL	199
602	голубой	20180322	SJ120	199	XXL	199
603	желтый	20180322	SJ120	199	XXL	199
604	красный	20180409	TA893	399	XS	399
605	черный	20180409	TA893	399	XS	399
606	другое	20180409	TA893	399	XS	399
607	красный	20180409	TA893	399	S	399
608	черный	20180409	TA893	399	S	399
609	другое	20180409	TA893	399	S	399
610	красный	20180409	TA893	399	M	399
611	черный	20180409	TA893	399	M	399
612	другое	20180409	TA893	399	M	399
613	красный	20180409	TA893	399	L	399
614	черный	20180409	TA893	399	L	399
615	другое	20180409	TA893	399	L	399
616	красный	20180409	TA893	399	XL	399
617	черный	20180409	TA893	399	XL	399
618	другое	20180409	TA893	399	XL	399
619	белый	20180130	SJ120	199	XS	199
620	серый	20180130	SJ120	199	XS	199
621	зеленый	20180130	SJ120	199	XS	199
622	розовый	20180130	SJ120	199	XS	199
623	черный	20180130	SJ120	199	XS	199
624	розовый	20180130	SJ120	199	XS	199
625	розовый	20180130	SJ120	199	XS	199
626	серый	20180130	SJ120	199	XS	199
627	оранжевый	20180130	SJ120	199	XS	199
628	зеленый	20180130	SJ120	199	XS	199
629	голубой	20180130	SJ120	199	XS	199
630	желтый	20180130	SJ120	199	XS	199
631	белый	20180130	SJ120	199	S	199
632	серый	20180130	SJ120	199	S	199
633	зеленый	20180130	SJ120	199	S	199
634	розовый	20180130	SJ120	199	S	199
635	черный	20180130	SJ120	199	S	199
636	розовый	20180130	SJ120	199	S	199
637	розовый	20180130	SJ120	199	S	199
638	серый	20180130	SJ120	199	S	199
639	оранжевый	20180130	SJ120	199	S	199
640	зеленый	20180130	SJ120	199	S	199
641	голубой	20180130	SJ120	199	S	199
642	желтый	20180130	SJ120	199	S	199
643	белый	20180130	SJ120	199	M	199
644	серый	20180130	SJ120	199	M	199
645	зеленый	20180130	SJ120	199	M	199
646	розовый	20180130	SJ120	199	M	199
647	черный	20180130	SJ120	199	M	199
648	розовый	20180130	SJ120	199	M	199
649	розовый	20180130	SJ120	199	M	199
650	серый	20180130	SJ120	199	M	199
651	оранжевый	20180130	SJ120	199	M	199
652	зеленый	20180130	SJ120	199	M	199
653	голубой	20180130	SJ120	199	M	199
