	color	date	model	promo-price	size	standard-price
1376	желтый	20180227	SJ143	279	XL	279
1377	зеленый	20180227	SJ143	279	XL	279
1378	белый	20180416	TA564	499	XS	699
1379	белый	20180416	TA564	499	S	699
1380	белый	20180416	TA564	499	M	699
1381	белый	20180416	TA564	499	L	699
1382	белый	20180416	TA564	499	XL	699
1383	темно-синий	20180213	SJ127	399	XS	399
1384	красный	20180213	SJ127	249	XS	279
1385	серый	20180213	SJ127	399	XS	399
1386	зеленый	20180213	SJ127	249	XS	279
1387	белый	20180213	SJ127	399	XS	399
1388	черный	20180213	SJ127	399	XS	399
1389	голубой	20180213	SJ127	249	XS	279
1390	фиолетовый	20180213	SJ127	249	XS	279
1391	розовый	20180213	SJ127	249	XS	279
1392	темно-синий	20180213	SJ127	399	S	399
1393	красный	20180213	SJ127	249	S	279
1394	серый	20180213	SJ127	399	S	399
1395	зеленый	20180213	SJ127	249	S	279
1396	белый	20180213	SJ127	399	S	399
1397	черный	20180213	SJ127	399	S	399
1398	голубой	20180213	SJ127	249	S	279
1399	фиолетовый	20180213	SJ127	249	S	279
1400	розовый	20180213	SJ127	249	S	279
1401	темно-синий	20180213	SJ127	399	M	399
1402	красный	20180213	SJ127	249	M	279
1403	серый	20180213	SJ127	399	M	399
1404	зеленый	20180213	SJ127	249	M	279
1405	белый	20180213	SJ127	399	M	399
1406	черный	20180213	SJ127	399	M	399
1407	голубой	20180213	SJ127	249	M	279
1408	фиолетовый	20180213	SJ127	249	M	279
1409	розовый	20180213	SJ127	249	M	279
1410	темно-синий	20180213	SJ127	399	L	399
1411	красный	20180213	SJ127	249	L	279
1412	серый	20180213	SJ127	399	L	399
1413	зеленый	20180213	SJ127	249	L	279
1414	белый	20180213	SJ127	399	L	399
1415	черный	20180213	SJ127	399	L	399
1416	голубой	20180213	SJ127	249	L	279
1417	фиолетовый	20180213	SJ127	249	L	279
1418	розовый	20180213	SJ127	249	L	279
1419	темно-синий	20180213	SJ127	399	XL	399
1420	красный	20180213	SJ127	249	XL	279
1421	серый	20180213	SJ127	399	XL	399
1422	зеленый	20180213	SJ127	249	XL	279
1423	белый	20180213	SJ127	399	XL	399
1424	черный	20180213	SJ127	399	XL	399
1425	голубой	20180213	SJ127	249	XL	279
1426	фиолетовый	20180213	SJ127	249	XL	279
1427	розовый	20180213	SJ127	249	XL	279
1428	белый	20180216	ST616	399	XS	399
1429	черный	20180216	ST616	399	XS	399
1430	белый	20180216	ST616	399	S	399
1431	черный	20180216	ST616	399	S	399
1432	белый	20180216	ST616	399	M	399
1433	черный	20180216	ST616	399	M	399
1434	белый	20180216	ST616	399	L	399
1435	черный	20180216	ST616	399	L	399
1436	белый	20180216	ST616	399	XL	399
1437	черный	20180216	ST616	399	XL	399
1438	белый	20180419	SJ152	399	XS	399
1439	голубой	20180419	SJ152	399	XS	399
1440	розовый	20180419	SJ152	399	XS	399
1441	белый	20180419	SJ152	399	S	399
1442	голубой	20180419	SJ152	399	S	399
1443	розовый	20180419	SJ152	399	S	399
1444	белый	20180419	SJ152	399	M	399
1445	голубой	20180419	SJ152	399	M	399
1446	розовый	20180419	SJ152	399	M	399
1447	белый	20180419	SJ152	399	L	399
1448	голубой	20180419	SJ152	399	L	399
1449	розовый	20180419	SJ152	399	L	399
1450	белый	20180419	SJ152	399	XL	399
1451	голубой	20180419	SJ152	399	XL	399
1452	розовый	20180419	SJ152	399	XL	399
1453	темно-синий	20180127	SJ127	399	XS	399
1454	красный	20180127	SJ127	249	XS	279
1455	серый	20180127	SJ127	399	XS	399
1456	зеленый	20180127	SJ127	249	XS	279
1457	белый	20180127	SJ127	399	XS	399
1458	черный	20180127	SJ127	399	XS	399
1459	голубой	20180127	SJ127	249	XS	279
1460	фиолетовый	20180127	SJ127	249	XS	279
1461	розовый	20180127	SJ127	249	XS	279
1462	темно-синий	20180127	SJ127	399	S	399
1463	красный	20180127	SJ127	249	S	279
1464	серый	20180127	SJ127	399	S	399
1465	зеленый	20180127	SJ127	249	S	279
1466	белый	20180127	SJ127	399	S	399
1467	черный	20180127	SJ127	399	S	399
1468	голубой	20180127	SJ127	249	S	279
1469	фиолетовый	20180127	SJ127	249	S	279
1470	розовый	20180127	SJ127	249	S	279
1471	темно-синий	20180127	SJ127	399	M	399
1472	красный	20180127	SJ127	249	M	279
1473	серый	20180127	SJ127	399	M	399
1474	зеленый	20180127	SJ127	249	M	279
1475	белый	20180127	SJ127	399	M	399
1476	черный	20180127	SJ127	399	M	399
1477	голубой	20180127	SJ127	249	M	279
1478	фиолетовый	20180127	SJ127	249	M	279
1479	розовый	20180127	SJ127	249	M	279
1480	темно-синий	20180127	SJ127	399	L	399
1481	красный	20180127	SJ127	249	L	279
1482	серый	20180127	SJ127	399	L	399
1483	зеленый	20180127	SJ127	249	L	279
1484	белый	20180127	SJ127	399	L	399
1485	черный	20180127	SJ127	399	L	399
1486	голубой	20180127	SJ127	249	L	279
1487	фиолетовый	20180127	SJ127	249	L	279
1488	розовый	20180127	SJ127	249	L	279
1489	темно-синий	20180127	SJ127	399	XL	399
1490	красный	20180127	SJ127	249	XL	279
1491	серый	20180127	SJ127	399	XL	399
1492	зеленый	20180127	SJ127	249	XL	279
1493	белый	20180127	SJ127	399	XL	399
1494	черный	20180127	SJ127	399	XL	399
1495	голубой	20180127	SJ127	249	XL	279
1496	фиолетовый	20180127	SJ127	249	XL	279
1497	розовый	20180127	SJ127	249	XL	279
1498	черный	20180130	ST634	299	XS	299
1499	серый	20180130	ST634	249	XS	299
1500	черный	20180130	ST634	299	S	299
1501	серый	20180130	ST634	249	S	299
1502	черный	20180130	ST634	299	M	299
1503	серый	20180130	ST634	249	M	299
1504	черный	20180130	ST634	299	L	299
1505	серый	20180130	ST634	249	L	299
1506	черный	20180130	ST634	299	XL	299
1507	серый	20180130	ST634	249	XL	299
1508	красный	20180206	SJ125	199	XS	199
1509	серый	20180206	SJ125	199	XS	199
1510	белый	20180206	SJ125	199	XS	199
1511	черный	20180206	SJ125	199	XS	199
1512	серый	20180206	SJ125	199	XS	199
1513	голубой	20180206	SJ125	199	XS	199
1514	оранжевый	20180206	SJ125	199	XS	199
1515	желтый	20180206	SJ125	199	XS	199
1516	розовый	20180206	SJ125	199	XS	199
1517	голубой	20180206	SJ125	199	XS	199
1518	розовый	20180206	SJ125	199	XS	199
1519	красный	20180206	SJ125	199	S	199
1520	серый	20180206	SJ125	199	S	199
1521	белый	20180206	SJ125	199	S	199
1522	черный	20180206	SJ125	199	S	199
1523	серый	20180206	SJ125	199	S	199
1524	голубой	20180206	SJ125	199	S	199
1525	оранжевый	20180206	SJ125	199	S	199
1526	желтый	20180206	SJ125	199	S	199
1527	розовый	20180206	SJ125	199	S	199
1528	голубой	20180206	SJ125	199	S	199
1529	розовый	20180206	SJ125	199	S	199
1530	красный	20180206	SJ125	199	M	199
1531	серый	20180206	SJ125	199	M	199
1532	белый	20180206	SJ125	199	M	199
1533	черный	20180206	SJ125	199	M	199
1534	серый	20180206	SJ125	199	M	199
1535	голубой	20180206	SJ125	199	M	199
1536	оранжевый	20180206	SJ125	199	M	199
1537	желтый	20180206	SJ125	199	M	199
1538	розовый	20180206	SJ125	199	M	199
1539	голубой	20180206	SJ125	199	M	199
1540	розовый	20180206	SJ125	199	M	199
1541	красный	20180206	SJ125	199	L	199
1542	серый	20180206	SJ125	199	L	199
1543	белый	20180206	SJ125	199	L	199
1544	черный	20180206	SJ125	199	L	199
1545	серый	20180206	SJ125	199	L	199
1546	голубой	20180206	SJ125	199	L	199
1547	оранжевый	20180206	SJ125	199	L	199
1548	желтый	20180206	SJ125	199	L	199
1549	розовый	20180206	SJ125	199	L	199
1550	голубой	20180206	SJ125	199	L	199
1551	розовый	20180206	SJ125	199	L	199
1552	красный	20180206	SJ125	199	XL	199
1553	серый	20180206	SJ125	199	XL	199
1554	белый	20180206	SJ125	199	XL	199
1555	черный	20180206	SJ125	199	XL	199
1556	серый	20180206	SJ125	199	XL	199
1557	голубой	20180206	SJ125	199	XL	199
1558	оранжевый	20180206	SJ125	199	XL	199
1559	желтый	20180206	SJ125	199	XL	199
1560	розовый	20180206	SJ125	199	XL	199
1561	голубой	20180206	SJ125	199	XL	199
1562	розовый	20180206	SJ125	199	XL	199
1563	красный	20180206	SJ125	199	XXL	199
1564	серый	20180206	SJ125	199	XXL	199
1565	белый	20180206	SJ125	199	XXL	199
1566	черный	20180206	SJ125	199	XXL	199
1567	серый	20180206	SJ125	199	XXL	199
1568	голубой	20180206	SJ125	199	XXL	199
1569	оранжевый	20180206	SJ125	199	XXL	199
1570	желтый	20180206	SJ125	199	XXL	199
1571	розовый	20180206	SJ125	199	XXL	199
1572	голубой	20180206	SJ125	199	XXL	199
1573	розовый	20180206	SJ125	199	XXL	199
1574	белый	20180302	SJ165	279	XS	279
1575	черный	20180302	SJ165	249	XS	279
1576	оранжевый	20180302	SJ165	249	XS	279
1577	белый	20180302	SJ165	279	S	279
1578	черный	20180302	SJ165	249	S	279
1579	оранжевый	20180302	SJ165	249	S	279
1580	белый	20180302	SJ165	279	M	279
1581	черный	20180302	SJ165	249	M	279
1582	оранжевый	20180302	SJ165	249	M	279
1583	белый	20180302	SJ165	279	L	279
1584	черный	20180302	SJ165	249	L	279
1585	оранжевый	20180302	SJ165	249	L	279
1586	белый	20180302	SJ165	279	XL	279
1587	черный	20180302	SJ165	249	XL	279
1588	оранжевый	20180302	SJ165	249	XL	279
1589	белый	20180302	SJ165	279	XXL	279
1590	черный	20180302	SJ165	249	XXL	279
1591	оранжевый	20180302	SJ165	249	XXL	279
1592	белый	20180319	TB912	399	XS	449
1593	белый	20180319	TB912	399	S	449
1594	белый	20180319	TB912	399	M	449
1595	белый	20180319	TB912	399	L	449
1596	белый	20180319	TB912	399	XL	449
1597	красный	20180209	SJ125	199	XS	199
1598	серый	20180209	SJ125	199	XS	199
1599	белый	20180209	SJ125	199	XS	199
1600	черный	20180209	SJ125	199	XS	199
1601	серый	20180209	SJ125	199	XS	199
1602	голубой	20180209	SJ125	199	XS	199
1603	оранжевый	20180209	SJ125	199	XS	199
1604	желтый	20180209	SJ125	199	XS	199
1605	розовый	20180209	SJ125	199	XS	199
1606	голубой	20180209	SJ125	199	XS	199
1607	розовый	20180209	SJ125	199	XS	199
1608	красный	20180209	SJ125	199	S	199
1609	серый	20180209	SJ125	199	S	199
1610	белый	20180209	SJ125	199	S	199
1611	черный	20180209	SJ125	199	S	199
1612	серый	20180209	SJ125	199	S	199
1613	голубой	20180209	SJ125	199	S	199
1614	оранжевый	20180209	SJ125	199	S	199
1615	желтый	20180209	SJ125	199	S	199
1616	розовый	20180209	SJ125	199	S	199
1617	голубой	20180209	SJ125	199	S	199
1618	розовый	20180209	SJ125	199	S	199
1619	красный	20180209	SJ125	199	M	199
1620	серый	20180209	SJ125	199	M	199
1621	белый	20180209	SJ125	199	M	199
1622	черный	20180209	SJ125	199	M	199
1623	серый	20180209	SJ125	199	M	199
1624	голубой	20180209	SJ125	199	M	199
1625	оранжевый	20180209	SJ125	199	M	199
1626	желтый	20180209	SJ125	199	M	199
1627	розовый	20180209	SJ125	199	M	199
1628	голубой	20180209	SJ125	199	M	199
1629	розовый	20180209	SJ125	199	M	199
1630	красный	20180209	SJ125	199	L	199
1631	серый	20180209	SJ125	199	L	199
1632	белый	20180209	SJ125	199	L	199
1633	черный	20180209	SJ125	199	L	199
1634	серый	20180209	SJ125	199	L	199
1635	голубой	20180209	SJ125	199	L	199
1636	оранжевый	20180209	SJ125	199	L	199
1637	желтый	20180209	SJ125	199	L	199
1638	розовый	20180209	SJ125	199	L	199
1639	голубой	20180209	SJ125	199	L	199
1640	розовый	20180209	SJ125	199	L	199
1641	красный	20180209	SJ125	199	XL	199
1642	серый	20180209	SJ125	199	XL	199
1643	белый	20180209	SJ125	199	XL	199
1644	черный	20180209	SJ125	199	XL	199
1645	серый	20180209	SJ125	199	XL	199
1646	голубой	20180209	SJ125	199	XL	199
1647	оранжевый	20180209	SJ125	199	XL	199
1648	желтый	20180209	SJ125	199	XL	199
1649	розовый	20180209	SJ125	199	XL	199
1650	голубой	20180209	SJ125	199	XL	199
1651	розовый	20180209	SJ125	199	XL	199
1652	красный	20180209	SJ125	199	XXL	199
1653	серый	20180209	SJ125	199	XXL	199
1654	белый	20180209	SJ125	199	XXL	199
1655	черный	20180209	SJ125	199	XXL	199
1656	серый	20180209	SJ125	199	XXL	199
1657	голубой	20180209	SJ125	199	XXL	199
1658	оранжевый	20180209	SJ125	199	XXL	199
1659	желтый	20180209	SJ125	199	XXL	199
1660	розовый	20180209	SJ125	199	XXL	199
1661	голубой	20180209	SJ125	199	XXL	199
1662	розовый	20180209	SJ125	199	XXL	199
1663	другое	20180415	SJ168	399	XS	399
1664	другое	20180415	SJ168	299	XS	399
1665	другое	20180415	SJ168	299	XS	399
1666	другое	20180415	SJ168	399	S	399
1667	другое	20180415	SJ168	299	S	399
1668	другое	20180415	SJ168	299	S	399
1669	другое	20180415	SJ168	399	M	399
1670	другое	20180415	SJ168	299	M	399
1671	другое	20180415	SJ168	299	M	399
1672	другое	20180415	SJ168	399	L	399
1673	другое	20180415	SJ168	299	L	399
1674	другое	20180415	SJ168	299	L	399
1675	другое	20180415	SJ168	399	XL	399
1676	другое	20180415	SJ168	299	XL	399
1677	другое	20180415	SJ168	299	XL	399
1678	темно-синий	20180214	SJ127	399	XS	399
1679	красный	20180214	SJ127	249	XS	279
1680	серый	20180214	SJ127	399	XS	399
1681	зеленый	20180214	SJ127	249	XS	279
1682	белый	20180214	SJ127	399	XS	399
1683	черный	20180214	SJ127	399	XS	399
1684	голубой	20180214	SJ127	249	XS	279
1685	фиолетовый	20180214	SJ127	249	XS	279
1686	розовый	20180214	SJ127	249	XS	279
1687	темно-синий	20180214	SJ127	399	S	399
1688	красный	20180214	SJ127	249	S	279
1689	серый	20180214	SJ127	399	S	399
1690	зеленый	20180214	SJ127	249	S	279
1691	белый	20180214	SJ127	399	S	399
1692	черный	20180214	SJ127	399	S	399
1693	голубой	20180214	SJ127	249	S	279
1694	фиолетовый	20180214	SJ127	249	S	279
1695	розовый	20180214	SJ127	249	S	279
1696	темно-синий	20180214	SJ127	399	M	399
1697	красный	20180214	SJ127	249	M	279
1698	серый	20180214	SJ127	399	M	399
1699	зеленый	20180214	SJ127	249	M	279
1700	белый	20180214	SJ127	399	M	399
1701	черный	20180214	SJ127	399	M	399
1702	голубой	20180214	SJ127	249	M	279
1703	фиолетовый	20180214	SJ127	249	M	279
1704	розовый	20180214	SJ127	249	M	279
1705	темно-синий	20180214	SJ127	399	L	399
1706	красный	20180214	SJ127	249	L	279
1707	серый	20180214	SJ127	399	L	399
1708	зеленый	20180214	SJ127	249	L	279
1709	белый	20180214	SJ127	399	L	399
1710	черный	20180214	SJ127	399	L	399
1711	голубой	20180214	SJ127	249	L	279
1712	фиолетовый	20180214	SJ127	249	L	279
1713	розовый	20180214	SJ127	249	L	279
1714	темно-синий	20180214	SJ127	399	XL	399
1715	красный	20180214	SJ127	249	XL	279
1716	серый	20180214	SJ127	399	XL	399
1717	зеленый	20180214	SJ127	249	XL	279
1718	белый	20180214	SJ127	399	XL	399
1719	черный	20180214	SJ127	399	XL	399
1720	голубой	20180214	SJ127	249	XL	279
1721	фиолетовый	20180214	SJ127	249	XL	279
1722	розовый	20180214	SJ127	249	XL	279
1723	белый	20180224	SJ143	279	XS	279
1724	оранжевый	20180224	SJ143	279	XS	279
1725	желтый	20180224	SJ143	279	XS	279
1726	зеленый	20180224	SJ143	279	XS	279
1727	белый	20180224	SJ143	279	S	279
1728	оранжевый	20180224	SJ143	279	S	279
1729	желтый	20180224	SJ143	279	S	279
1730	зеленый	20180224	SJ143	279	S	279
1731	белый	20180224	SJ143	279	M	279
1732	оранжевый	20180224	SJ143	279	M	279
1733	желтый	20180224	SJ143	279	M	279
1734	зеленый	20180224	SJ143	279	M	279
1735	белый	20180224	SJ143	279	L	279
1736	оранжевый	20180224	SJ143	279	L	279
1737	желтый	20180224	SJ143	279	L	279
1738	зеленый	20180224	SJ143	279	L	279
1739	белый	20180224	SJ143	279	XL	279
1740	оранжевый	20180224	SJ143	279	XL	279
1741	желтый	20180224	SJ143	279	XL	279
1742	зеленый	20180224	SJ143	279	XL	279
1743	красный	20171229	SJ125	199	XS	199
1744	серый	20171229	SJ125	199	XS	199
1745	белый	20171229	SJ125	199	XS	199
1746	черный	20171229	SJ125	199	XS	199
1747	серый	20171229	SJ125	199	XS	199
1748	голубой	20171229	SJ125	199	XS	199
1749	оранжевый	20171229	SJ125	199	XS	199
1750	желтый	20171229	SJ125	199	XS	199
1751	розовый	20171229	SJ125	199	XS	199
1752	голубой	20171229	SJ125	199	XS	199
1753	розовый	20171229	SJ125	199	XS	199
1754	красный	20171229	SJ125	199	S	199
1755	серый	20171229	SJ125	199	S	199
1756	белый	20171229	SJ125	199	S	199
1757	черный	20171229	SJ125	199	S	199
1758	серый	20171229	SJ125	199	S	199
1759	голубой	20171229	SJ125	199	S	199
1760	оранжевый	20171229	SJ125	199	S	199
1761	желтый	20171229	SJ125	199	S	199
1762	розовый	20171229	SJ125	199	S	199
1763	голубой	20171229	SJ125	199	S	199
1764	розовый	20171229	SJ125	199	S	199
1765	красный	20171229	SJ125	199	M	199
1766	серый	20171229	SJ125	199	M	199
1767	белый	20171229	SJ125	199	M	199
1768	черный	20171229	SJ125	199	M	199
1769	серый	20171229	SJ125	199	M	199
1770	голубой	20171229	SJ125	199	M	199
1771	оранжевый	20171229	SJ125	199	M	199
1772	желтый	20171229	SJ125	199	M	199
1773	розовый	20171229	SJ125	199	M	199
1774	голубой	20171229	SJ125	199	M	199
1775	розовый	20171229	SJ125	199	M	199
1776	красный	20171229	SJ125	199	L	199
1777	серый	20171229	SJ125	199	L	199
1778	белый	20171229	SJ125	199	L	199
1779	черный	20171229	SJ125	199	L	199
1780	серый	20171229	SJ125	199	L	199
1781	голубой	20171229	SJ125	199	L	199
1782	оранжевый	20171229	SJ125	199	L	199
1783	желтый	20171229	SJ125	199	L	199
1784	розовый	20171229	SJ125	199	L	199
1785	голубой	20171229	SJ125	199	L	199
1786	розовый	20171229	SJ125	199	L	199
1787	красный	20171229	SJ125	199	XL	199
1788	серый	20171229	SJ125	199	XL	199
1789	белый	20171229	SJ125	199	XL	199
1790	черный	20171229	SJ125	199	XL	199
1791	серый	20171229	SJ125	199	XL	199
1792	голубой	20171229	SJ125	199	XL	199
1793	оранжевый	20171229	SJ125	199	XL	199
1794	желтый	20171229	SJ125	199	XL	199
1795	розовый	20171229	SJ125	199	XL	199
1796	голубой	20171229	SJ125	199	XL	199
1797	розовый	20171229	SJ125	199	XL	199
1798	красный	20171229	SJ125	199	XXL	199
1799	серый	20171229	SJ125	199	XXL	199
1800	белый	20171229	SJ125	199	XXL	199
1801	черный	20171229	SJ125	199	XXL	199
1802	серый	20171229	SJ125	199	XXL	199
1803	голубой	20171229	SJ125	199	XXL	199
1804	оранжевый	20171229	SJ125	199	XXL	199
1805	желтый	20171229	SJ125	199	XXL	199
1806	розовый	20171229	SJ125	199	XXL	199
1807	голубой	20171229	SJ125	199	XXL	199
1808	розовый	20171229	SJ125	199	XXL	199
1809	белый	20180227	ST616	399	XS	399
1810	черный	20180227	ST616	399	XS	399
1811	белый	20180227	ST616	399	S	399
1812	черный	20180227	ST616	399	S	399
1813	белый	20180227	ST616	399	M	399
1814	черный	20180227	ST616	399	M	399
1815	белый	20180227	ST616	399	L	399
1816	черный	20180227	ST616	399	L	399
1817	белый	20180227	ST616	399	XL	399
1818	черный	20180227	ST616	399	XL	399
1819	черный	20171201	SO958	499	XS	499
1820	коричневый	20171201	SO958	499	XS	499
1821	черный	20171201	SO958	499	S	499
1822	коричневый	20171201	SO958	499	S	499
1823	черный	20171201	SO958	499	M	499
1824	коричневый	20171201	SO958	499	M	499
1825	черный	20171201	SO958	499	L	499
1826	коричневый	20171201	SO958	499	L	499
1827	черный	20171201	SO958	499	XL	499
1828	коричневый	20171201	SO958	499	XL	499
1829	белый	20180227	SJ153	199	XS	249
1830	черный	20180227	SJ153	249	XS	279
1831	оранжевый	20180227	SJ153	199	XS	249
1832	белый	20180227	SJ153	199	S	249
1833	черный	20180227	SJ153	249	S	279
1834	оранжевый	20180227	SJ153	199	S	249
1835	белый	20180227	SJ153	199	M	249
1836	черный	20180227	SJ153	249	M	279
1837	оранжевый	20180227	SJ153	199	M	249
1838	белый	20180227	SJ153	199	L	249
1839	черный	20180227	SJ153	249	L	279
1840	оранжевый	20180227	SJ153	199	L	249
1841	белый	20180227	SJ153	199	XL	249
1842	черный	20180227	SJ153	249	XL	279
1843	оранжевый	20180227	SJ153	199	XL	249
1844	белый	20171218	SM593	199	XS	199
1845	черный	20171218	SM593	199	XS	199
1846	розовый	20171218	SM593	199	XS	199
1847	серый	20171218	SM593	199	XS	199
1848	белый	20171218	SM593	199	S	199
1849	черный	20171218	SM593	199	S	199
1850	розовый	20171218	SM593	199	S	199
1851	серый	20171218	SM593	199	S	199
1852	белый	20171218	SM593	199	M	199
1853	черный	20171218	SM593	199	M	199
1854	розовый	20171218	SM593	199	M	199
1855	серый	20171218	SM593	199	M	199
1856	белый	20171218	SM593	199	L	199
1857	черный	20171218	SM593	199	L	199
1858	розовый	20171218	SM593	199	L	199
1859	серый	20171218	SM593	199	L	199
1860	белый	20171218	SM593	199	XL	199
1861	черный	20171218	SM593	199	XL	199
1862	розовый	20171218	SM593	199	XL	199
1863	серый	20171218	SM593	199	XL	199
1864	белый	20180416	TB920	399	XS	399
1865	белый	20180416	TB920	399	S	399
1866	белый	20180416	TB920	399	M	399
1867	белый	20180416	TB920	399	L	399
1868	белый	20180416	TB920	399	XL	399
1869	красный	20171230	SJ125	199	XS	199
1870	серый	20171230	SJ125	199	XS	199
1871	белый	20171230	SJ125	199	XS	199
1872	черный	20171230	SJ125	199	XS	199
1873	серый	20171230	SJ125	199	XS	199
1874	голубой	20171230	SJ125	199	XS	199
1875	оранжевый	20171230	SJ125	199	XS	199
1876	желтый	20171230	SJ125	199	XS	199
1877	розовый	20171230	SJ125	199	XS	199
1878	голубой	20171230	SJ125	199	XS	199
1879	розовый	20171230	SJ125	199	XS	199
1880	красный	20171230	SJ125	199	S	199
1881	серый	20171230	SJ125	199	S	199
1882	белый	20171230	SJ125	199	S	199
1883	черный	20171230	SJ125	199	S	199
1884	серый	20171230	SJ125	199	S	199
1885	голубой	20171230	SJ125	199	S	199
1886	оранжевый	20171230	SJ125	199	S	199
1887	желтый	20171230	SJ125	199	S	199
1888	розовый	20171230	SJ125	199	S	199
1889	голубой	20171230	SJ125	199	S	199
1890	розовый	20171230	SJ125	199	S	199
1891	красный	20171230	SJ125	199	M	199
1892	серый	20171230	SJ125	199	M	199
1893	белый	20171230	SJ125	199	M	199
1894	черный	20171230	SJ125	199	M	199
1895	серый	20171230	SJ125	199	M	199
1896	голубой	20171230	SJ125	199	M	199
1897	оранжевый	20171230	SJ125	199	M	199
1898	желтый	20171230	SJ125	199	M	199
1899	розовый	20171230	SJ125	199	M	199
1900	голубой	20171230	SJ125	199	M	199
1901	розовый	20171230	SJ125	199	M	199
1902	красный	20171230	SJ125	199	L	199
1903	серый	20171230	SJ125	199	L	199
1904	белый	20171230	SJ125	199	L	199
1905	черный	20171230	SJ125	199	L	199
1906	серый	20171230	SJ125	199	L	199
1907	голубой	20171230	SJ125	199	L	199
1908	оранжевый	20171230	SJ125	199	L	199
1909	желтый	20171230	SJ125	199	L	199
1910	розовый	20171230	SJ125	199	L	199
1911	голубой	20171230	SJ125	199	L	199
1912	розовый	20171230	SJ125	199	L	199
1913	красный	20171230	SJ125	199	XL	199
1914	серый	20171230	SJ125	199	XL	199
1915	белый	20171230	SJ125	199	XL	199
1916	черный	20171230	SJ125	199	XL	199
1917	серый	20171230	SJ125	199	XL	199
1918	голубой	20171230	SJ125	199	XL	199
1919	оранжевый	20171230	SJ125	199	XL	199
1920	желтый	20171230	SJ125	199	XL	199
1921	розовый	20171230	SJ125	199	XL	199
1922	голубой	20171230	SJ125	199	XL	199
1923	розовый	20171230	SJ125	199	XL	199
1924	красный	20171230	SJ125	199	XXL	199
1925	серый	20171230	SJ125	199	XXL	199
1926	белый	20171230	SJ125	199	XXL	199
1927	черный	20171230	SJ125	199	XXL	199
1928	серый	20171230	SJ125	199	XXL	199
1929	голубой	20171230	SJ125	199	XXL	199
1930	оранжевый	20171230	SJ125	199	XXL	199
1931	желтый	20171230	SJ125	199	XXL	199
1932	розовый	20171230	SJ125	199	XXL	199
1933	голубой	20171230	SJ125	199	XXL	199
1934	розовый	20171230	SJ125	199	XXL	199
1935	белый	20180227	SJ143	279	XS	279
1936	оранжевый	20180227	SJ143	279	XS	279
1937	желтый	20180227	SJ143	279	XS	279
1938	зеленый	20180227	SJ143	279	XS	279
1939	белый	20180227	SJ143	279	S	279
1940	оранжевый	20180227	SJ143	279	S	279
1941	желтый	20180227	SJ143	279	S	279
1942	зеленый	20180227	SJ143	279	S	279
1943	белый	20180227	SJ143	279	M	279
1944	оранжевый	20180227	SJ143	279	M	279
1945	желтый	20180227	SJ143	279	M	279
1946	зеленый	20180227	SJ143	279	M	279
1947	белый	20180227	SJ143	279	L	279
1948	оранжевый	20180227	SJ143	279	L	279
1949	желтый	20180227	SJ143	279	L	279
1950	зеленый	20180227	SJ143	279	L	279
1951	белый	20180227	SJ143	279	XL	279
1952	оранжевый	20180227	SJ143	279	XL	279
1953	желтый	20180227	SJ143	279	XL	279
1954	зеленый	20180227	SJ143	279	XL	279
1955	красный	20180320	SJ125	199	XS	199
1956	серый	20180320	SJ125	199	XS	199
1957	белый	20180320	SJ125	199	XS	199
1958	черный	20180320	SJ125	199	XS	199
1959	серый	20180320	SJ125	199	XS	199
1960	голубой	20180320	SJ125	199	XS	199
1961	оранжевый	20180320	SJ125	199	XS	199
1962	желтый	20180320	SJ125	199	XS	199
1963	розовый	20180320	SJ125	199	XS	199
1964	голубой	20180320	SJ125	199	XS	199
1965	розовый	20180320	SJ125	199	XS	199
1966	красный	20180320	SJ125	199	S	199
1967	серый	20180320	SJ125	199	S	199
1968	белый	20180320	SJ125	199	S	199
1969	черный	20180320	SJ125	199	S	199
1970	серый	20180320	SJ125	199	S	199
1971	голубой	20180320	SJ125	199	S	199
1972	оранжевый	20180320	SJ125	199	S	199
1973	желтый	20180320	SJ125	199	S	199
1974	розовый	20180320	SJ125	199	S	199
1975	голубой	20180320	SJ125	199	S	199
1976	розовый	20180320	SJ125	199	S	199
1977	красный	20180320	SJ125	199	M	199
1978	серый	20180320	SJ125	199	M	199
1979	белый	20180320	SJ125	199	M	199
1980	черный	20180320	SJ125	199	M	199
1981	серый	20180320	SJ125	199	M	199
1982	голубой	20180320	SJ125	199	M	199
1983	оранжевый	20180320	SJ125	199	M	199
1984	желтый	20180320	SJ125	199	M	199
1985	розовый	20180320	SJ125	199	M	199
1986	голубой	20180320	SJ125	199	M	199
1987	розовый	20180320	SJ125	199	M	199
1988	красный	20180320	SJ125	199	L	199
1989	серый	20180320	SJ125	199	L	199
1990	белый	20180320	SJ125	199	L	199
1991	черный	20180320	SJ125	199	L	199
1992	серый	20180320	SJ125	199	L	199
1993	голубой	20180320	SJ125	199	L	199
1994	оранжевый	20180320	SJ125	199	L	199
1995	желтый	20180320	SJ125	199	L	199
1996	розовый	20180320	SJ125	199	L	199
1997	голубой	20180320	SJ125	199	L	199
1998	розовый	20180320	SJ125	199	L	199
1999	красный	20180320	SJ125	199	XL	199
2000	серый	20180320	SJ125	199	XL	199
2001	белый	20180320	SJ125	199	XL	199
2002	черный	20180320	SJ125	199	XL	199
2003	серый	20180320	SJ125	199	XL	199
2004	голубой	20180320	SJ125	199	XL	199
